Address,Lat,Lon,Flood_Zone,nine,twentyone,thirtysix,Reclaimed,Flipped,Price,Price_Diff,Proptype,Year_Built,Times_Sold,Year_Sold
100-102 White St,42.380611,-71.033346,0,0,0,0,0,0,265000,0,Single-Family,,1,2007
10-12 Lourdes Ave #2,42.307233,-71.103107,0,0,0,0,0,0,265000,0,Condominium,1905,1,2008
102 Oakmere St,42.269419,-71.16882,0,0,0,0,0,0,265000,0,Single-Family,1950,1,2002
103 Roslindale Ave,42.283956,-71.134767,0,0,0,0,0,0,265000,0,Single-Family,1925,1,2012
104 Glendower Rd,42.275631,-71.131625,0,0,0,0,0,0,265000,0,Single-Family,1955,1,2004
105 Fletcher St #2,42.291367,-71.139666,0,0,0,0,0,0,265000,0,Condominium,1928,1,2009
105 Russett Rd,42.291546,-71.151008,0,0,0,0,0,0,265000,0,Two-Family,1920,1,2020
106 Cornell St #1,42.277091,-71.132112,0,0,0,0,0,0,265000,0,Condominium,1905,1,2009
11 Irving St #8,42.360862,-71.066496,0,0,0,0,0,0,265000,0,Condominium,1899,1,2012
11 Segel St #1,42.313705,-71.10951,0,0,0,0,0,0,265000,0,Condominium,1930,1,2014
113 Bateman St,42.269325,-71.129952,0,0,0,0,0,0,265000,50000,Single-Family,1941,2,2002
113 Dana Ave #3,42.250007,-71.122539,0,0,0,0,0,0,265000,0,Condominium,1920,1,2005
116 Central Ave,42.261497,-71.119319,0,0,0,0,0,0,265000,0,Single-Family,1900,1,2000
116 Englewood Ave #25,42.337472,-71.150318,0,0,0,0,0,0,265000,0,Condominium,1920,1,2003
116 Englewood Ave #37,42.337472,-71.150318,0,0,0,0,0,0,265000,0,Condominium,1920,1,2004
117 George St,42.32503,-71.072053,0,0,0,0,0,0,265000,0,Single-Family,1900,1,2003
12 Nahant Ave,42.287661,-71.054253,0,0,0,0,0,0,265000,0,Single-Family,1906,1,2002
12 Stoneholm St #503,42.345898,-71.088231,0,0,0,0,0,0,265000,30000,Condominium,2006,3,2006
122 Beaver St,42.255864,-71.130873,0,0,0,0,0,0,265000,0,Single-Family,1962,1,2012
1-3 Corman Rd,42.270822,-71.102219,0,0,0,0,0,0,265000,0,Two-Family,1960,1,2011
13 Joyce Rd,42.265337,-71.110106,0,0,0,0,0,0,265000,0,Single-Family,1950,1,2002
13 King St,42.292049,-71.061229,0,0,0,0,0,0,265000,0,Single-Family,1890,2,2010
13 Parkman St,42.296289,-71.060219,0,0,0,0,0,0,265000,0,Single-Family,2013,1,2008
130 Tudor St #H,42.335738,-71.05205,0,0,0,1,0,0,265000,0,Condominium,1989,1,2006
134 Walworth St,42.282006,-71.137196,0,0,0,0,0,0,265000,11000,Single-Family,1955,4,2004
137 Lake Shore Rd #1,42.344167,-71.16791,0,0,0,0,0,0,265000,0,Condominium,1963,1,2008
138 Beacon St,42.256515,-71.111326,0,0,0,0,0,0,265000,0,Single-Family,1954,1,2012
1409 Commonwealth Ave #401,42.349049,-71.138498,0,0,0,0,0,3,265000,28000,Condominium,1920,4,2004
14-14H O St,42.337889,-71.029186,0,0,0,0,0,0,265000,0,Three-Family,1905,1,2001
144-146 Norwell St,42.297467,-71.078429,0,0,0,0,0,0,265000,270000,Three-Family,1910,2,2001
145 Lake Shore Rd #4,42.343795,-71.167568,0,0,0,0,0,0,265000,60000,Condominium,1963,2,2001
145 Pinckney St #219,42.358897,-71.07179,0,0,0,0,1,0,265000,0,Condominium,1952,1,2000
148 Harvard St #1,42.296212,-71.080902,0,0,0,0,0,0,265000,0,Condominium,1905,1,2008
148 Harvard St #2,42.296212,-71.080902,0,0,0,0,0,0,265000,0,Condominium,1905,1,2008
15 Johnson St,42.272768,-71.163701,0,0,0,0,0,0,265000,0,Single-Family,1910,1,2001
15 Valencia Rd,42.256581,-71.128436,0,0,0,0,0,0,265000,0,Single-Family,1948,1,2003
1500 Commonwealth Ave #2F,42.339718,-71.159029,0,0,0,0,0,0,265000,30000,Condominium,1940,2,2007
151 W 6th St #4,42.336188,-71.052246,0,0,0,0,0,0,265000,0,Condominium,1920,1,2004
1526 Hyde Park Ave,42.246971,-71.128094,0,0,0,0,0,0,265000,0,Single-Family,1910,1,2004
1535 River St,42.249364,-71.131097,0,0,0,0,0,0,265000,0,Single-Family,1910,1,2004
156 Porter St #152,42.371876,-71.033838,0,0,0,0,0,0,265000,72000,Condominium,1910,3,2009
156 Prince St #13,42.367006,-71.057944,0,0,0,0,0,0,265000,0,Condominium,1885,1,2002
156-160 Chelsea St #104,42.373756,-71.034454,0,0,1,1,0,0,265000,0,Condominium,1945,1,2013
1568 Commonwealth Ave #B,42.343943,-71.142329,0,0,0,0,0,0,265000,490000,Condominium,1920,2,2021
16 Linwood St #3,42.327824,-71.092966,0,0,0,0,0,0,265000,0,Condominium,1900,1,2005
16 Westcott St,42.29395,-71.078872,0,0,0,0,0,2,265000,230000,Single-Family,1890,2,2014
16 Woodlawn St #3,42.299366,-71.113296,0,0,0,0,0,0,265000,0,Condominium,1920,1,2009
164 Beacon St #5,42.354514,-71.076305,0,0,0,0,1,0,265000,0,Condominium,1850,1,2000
165 Walworth St,42.280467,-71.137327,0,0,0,0,0,0,265000,0,Single-Family,1910,1,2000
1718 Commonwealth Ave #6,42.341921,-71.148052,0,0,0,0,0,0,265000,0,Condominium,1920,1,2006
18 King St,42.292285,-71.061033,0,0,0,0,0,1,265000,0,Single-Family,1880,3,2010
18 Wolcott St,42.303278,-71.08303,0,0,0,0,0,0,265000,0,Two-Family,1915,2,2008
185 Chestnut Hill Ave #5,42.341379,-71.154775,0,0,0,0,0,0,265000,0,Condominium,1930,1,2013
19 Johnson St,42.272866,-71.163555,0,0,0,0,0,0,265000,0,Single-Family,1925,1,2008
19 Wiget St #302,42.363976,-71.056371,0,0,0,1,0,0,265000,0,Condominium,1900,1,2000
19 Wycliff Ave,42.276492,-71.167722,0,0,0,0,0,0,265000,27000,Single-Family,1923,3,2006
191 Lexington St,42.379379,-71.032798,0,0,0,0,0,0,265000,0,Three-Family,1900,3,2004
192 Chestnut Ave #D,42.316335,-71.107129,0,0,0,0,0,3,265000,57000,Condominium,1890,3,2008
192-194 Highland St #1,42.323164,-71.093735,0,0,0,0,0,0,265000,0,Condominium,1890,1,2003
1933 Commonwealth Ave #210,42.338811,-71.155434,0,0,0,0,0,0,265000,0,Condominium,1988,2,2004
2 Humboldt Ave #3,42.320617,-71.085892,0,0,0,0,0,0,265000,0,Condominium,1935,1,2018
2 Vesta Rd #2,42.296733,-71.087234,0,0,0,0,0,0,265000,0,Condominium,2006,1,2008
200 Florence St #2,42.28683,-71.120674,0,0,0,0,0,0,265000,0,Condominium,1920,1,2009
2035 Commonwealth Ave #11,42.340176,-71.160088,0,0,0,0,0,1,265000,86000,Condominium,1920,4,2017
21 Beacon St #7M,42.358102,-71.062597,0,0,0,0,0,0,265000,0,Condominium,1899,1,2006
21 Southwood St #3,42.317864,-71.078318,0,0,0,0,0,0,265000,0,Condominium,1892,1,2005
21 Wormwood St #519,42.347341,-71.05033,1,1,1,1,1,0,265000,61000,Condominium,1900,5,2010
22 Lake Shore Ct #3,42.344582,-71.169648,0,0,0,0,0,0,265000,0,Condominium,1963,1,2002
22 Stanbro St,42.235195,-71.13191,0,0,0,0,0,0,265000,0,Two-Family,1935,1,2000
22 Vinson St #3,42.298339,-71.064527,0,0,0,0,0,0,265000,0,Condominium,1905,3,2006
220 Minot St #4,42.283577,-71.056283,0,0,0,0,0,0,265000,150000,Condominium,1920,2,2021
220-224 North St #2,42.363578,-71.053104,0,0,0,0,0,0,265000,0,Condominium,1900,1,2002
229 W 5th St #229,42.335924,-71.050162,0,0,0,0,0,0,265000,0,Condominium,1988,1,2003
23 Norris Rd,42.254531,-71.111989,0,0,0,0,0,0,265000,0,Single-Family,1956,1,2000
23 Potomac St,42.286561,-71.163499,0,0,0,0,0,0,265000,0,Single-Family,1915,1,2001
23 S Fairview St #1,42.287568,-71.131845,0,0,0,0,0,0,265000,0,Condominium,1899,1,2007
234 Marion St,42.374732,-71.033613,0,0,0,1,0,0,265000,0,Three-Family,1900,1,2009
235 Chelsea St #3,42.375592,-71.032037,0,0,1,1,0,0,265000,157000,Condominium,1900,3,2006
24 Beethoven St,42.31534,-71.099364,0,0,0,0,0,0,265000,0,Single-Family,1910,1,2012
24 Dunmore St,42.326047,-71.074896,0,0,0,0,0,0,265000,0,Three-Family,1920,1,2001
24 Ely Rd,42.282947,-71.058343,0,0,0,0,0,0,265000,0,Single-Family,1920,1,2002
24 Gayland St #1,42.319979,-71.076263,0,0,0,0,0,2,265000,22000,Condominium,1905,4,2005
24 Highfield Rd #1,42.276925,-71.127916,0,0,0,0,0,0,265000,0,Condominium,1910,1,2010
24 Monument St #1,42.377711,-71.060164,0,0,0,0,0,0,265000,0,Condominium,1880,1,2001
241 Boston St #2,42.321625,-71.061421,0,0,0,0,0,0,265000,78000,Condominium,1883,3,2008
246 S Huntington Ave #15,42.324543,-71.112138,0,0,0,0,0,0,265000,82000,Condominium,1935,4,2007
26 Jenkins St,42.330842,-71.053537,0,0,0,0,1,0,265000,0,Single-Family,1905,1,2008
26 Lake Shore Ct #4,42.344583,-71.169624,0,0,0,0,0,0,265000,0,Condominium,1963,1,2009
269 Bolton St #2,42.33766,-71.046367,0,0,0,0,0,0,265000,0,Condominium,1900,3,2003
27 Hewlett St #2,42.289759,-71.134689,0,0,0,0,0,0,265000,0,Condominium,1905,1,2007
27 Holborn St,42.314622,-71.081225,0,0,0,0,0,0,265000,0,Single-Family,1905,1,2015
277 Shawmut Ave #3,42.342924,-71.069471,0,0,0,1,1,0,265000,0,Condominium,1900,1,2001
28 Clark St #1,42.365309,-71.05266,0,0,0,0,0,0,265000,0,Condominium,1900,1,2003
28 Pleasant St,42.255641,-71.114533,0,0,0,0,0,0,265000,0,Single-Family,1950,1,2002
28 Whitman St #2,42.287534,-71.077122,0,0,0,0,0,0,265000,0,Condominium,1905,2,2008
280 Corey Rd #22,42.345828,-71.136264,0,0,0,0,0,3,265000,0,Condominium,1965,3,2003
29 Ellingwood St #29,42.328493,-71.108343,0,0,0,0,0,0,265000,69000,Condominium,1989,6,2008
29 Fayette St #1-1,42.348938,-71.067536,0,0,0,1,1,0,265000,0,Condominium,1890,1,2003
3 Clermont St,42.284154,-71.067552,0,0,0,0,0,0,265000,0,Single-Family,1935,1,2006
3 Estey St #3,42.327957,-71.107524,0,0,0,0,0,0,265000,83000,Condominium,1989,3,2002
30 Howell St #1,42.325122,-71.057999,0,0,0,0,0,0,265000,0,Condominium,1905,1,2012
30 Seattle St,42.359773,-71.124767,0,0,0,0,0,0,265000,0,Three-Family,1885,1,2000
309 Allston St #16,42.344205,-71.140944,0,0,0,0,0,0,265000,44000,Condominium,1920,3,2014
31 Irving St #3,42.360253,-71.066491,0,0,0,0,0,0,265000,0,Condominium,1900,1,2001
31 Riverside Sq #31,42.260372,-71.113954,0,0,0,0,0,0,265000,0,Condominium,2011,1,2012
32 Ransom Rd #12A,42.343212,-71.144814,0,0,0,0,0,0,265000,82000,Condominium,1930,3,2017
32 Sidlaw Rd #6,42.339845,-71.152468,0,0,0,0,0,0,265000,0,Condominium,1925,1,2018
33 Cedrus Ave,42.278681,-71.135844,0,0,0,0,0,0,265000,0,Single-Family,1967,1,2000
332 Jamaicaway #301,42.320605,-71.116688,0,0,0,0,0,0,265000,172000,Condominium,1920,2,2000
332 Jamaicaway #401,42.32057,-71.116577,0,0,0,0,0,0,265000,0,Condominium,1920,1,2000
34 Saint Andrew Rd,42.385098,-71.004355,0,0,0,0,0,0,265000,0,Single-Family,1910,1,2009
348-350 Hyde Park Ave #3,42.28934,-71.118256,0,0,0,0,0,0,265000,0,Condominium,1905,1,2007
35 Brookview St,42.288768,-71.090796,0,0,0,0,0,0,265000,0,Single-Family,1925,1,2004
354 Geneva Ave,42.302353,-71.069446,0,0,0,0,0,0,265000,360000,Single-Family,1900,2,2011
36 Orkney Rd #3,42.337041,-71.149071,0,0,0,0,0,0,265000,0,Condominium,1910,1,2012
37 Emmett St,42.260127,-71.129541,0,0,0,0,0,0,265000,108000,Single-Family,1953,3,2007
37 Florian St,42.287693,-71.11708,0,0,0,0,0,0,265000,0,Single-Family,1958,1,2007
370 Chestnut Hill Ave #35,42.336411,-71.151067,0,0,0,0,0,0,265000,0,Condominium,1950,1,2007
38 Clarendon St #2-3,42.345282,-71.072564,0,0,0,1,1,0,265000,94000,Condominium,1875,2,2001
38 Paragon Rd,42.270047,-71.163697,0,0,0,0,0,0,265000,0,Two-Family,1946,1,2000
380 Sumner St,42.366507,-71.034091,0,0,0,0,0,0,265000,0,Single-Family,1920,1,2005
384 Poplar St,42.277618,-71.124392,0,0,0,0,0,0,265000,70000,Single-Family,1966,2,2000
4 Carol Ave #11,42.345057,-71.141252,0,0,0,0,0,0,265000,0,Condominium,1910,1,2005
4 Kilsyth Ter #31,42.339149,-71.147001,0,0,0,0,0,0,265000,0,Condominium,1940,1,2012
4 Kilsyth Ter #44,42.339149,-71.147001,0,0,0,0,0,0,265000,54000,Condominium,1940,4,2009
41 Clare Ave #A,42.276782,-71.118558,0,0,0,0,0,0,265000,0,Condominium,2001,1,2002
41 Humphreys St,42.31923,-71.06692,0,0,0,0,0,0,265000,90000,Single-Family,1945,2,2002
42 Hallowell St,42.272235,-71.10033,0,0,0,0,0,0,265000,144000,Single-Family,1955,2,2001
427-435 Faneuil St #R1,42.35109,-71.168072,0,0,0,0,0,0,265000,0,Condominium,1935,1,2007
43 Boynton St #1R,42.305318,-71.112402,0,0,0,0,0,0,265000,0,Condominium,1910,2,2004
43 Buttonwood St #1,42.320678,-71.055741,0,0,0,0,0,0,265000,0,Condominium,1910,1,2005
43 Clare Ave,42.276695,-71.118579,0,0,0,0,0,0,265000,0,Two-Family,1900,1,2001
43 Glenville Ave #14,42.350149,-71.133824,0,0,0,0,0,0,265000,0,Condominium,1920,1,2020
437 Chelsea St,42.381219,-71.025493,0,0,0,0,0,0,265000,0,Single-Family,1900,1,2004
44 Charlotte St #2,42.29963,-71.084946,0,0,0,0,0,0,265000,0,Condominium,1910,1,2007
44 Deering Rd,42.284294,-71.093579,0,0,0,0,0,0,265000,0,Three-Family,1905,1,2001
44 Gartland St #2,42.306053,-71.105817,0,0,0,0,0,0,265000,0,Condominium,1905,1,2004
44 Harmon St,42.269611,-71.102048,0,0,0,0,0,0,265000,0,Single-Family,1935,1,2011
452 Meridian St,42.382216,-71.039425,0,0,0,0,0,0,265000,0,Single-Family,1880,1,2004
466 Commonwealth Ave #306,42.348821,-71.094108,0,0,0,0,1,0,265000,0,Condominium,1910,1,2003
468 Metropolitan Ave,42.269876,-71.12016,0,0,0,0,0,0,265000,0,Two-Family,1905,1,2001
48 Coffey St #10D,42.288958,-71.049507,0,0,0,1,0,0,265000,0,Condominium,1968,1,2006
48 Glenwood Ave,42.248701,-71.127048,0,0,0,0,0,0,265000,0,Two-Family,1900,1,2000
48 Lambert Ave,42.327099,-71.090202,0,0,0,0,0,0,265000,0,Three-Family,1905,1,2010
493 E 4th St #1,42.334432,-71.045579,0,0,0,0,0,0,265000,0,Condominium,1890,1,2001
4975 Washington St #201,42.267884,-71.150119,0,0,0,0,0,0,265000,0,Condominium,1986,1,2019
4975 Washington St #214,42.267884,-71.150119,0,0,0,0,0,0,265000,0,Condominium,1986,1,2007
4975 Washington St #414,42.267884,-71.150119,0,0,0,0,0,0,265000,0,Condominium,1986,1,2007
5 Saybrook St #3,42.354895,-71.149645,0,0,0,0,0,0,265000,0,Condominium,1870,1,2014
5 Spofford Rd #12,42.350206,-71.133363,0,0,0,0,0,0,265000,54000,Condominium,1900,4,2005
50 Jamaicaway #5,42.320543,-71.116596,0,0,0,0,0,3,265000,13000,Condominium,1923,3,2012
52 Hewins St #1,42.303046,-71.081691,0,0,0,0,0,0,265000,0,Condominium,1910,1,2005
527 Lagrange St #527,42.284122,-71.161665,0,0,0,0,0,0,265000,0,Condominium,1910,1,2007
53 Alicia Rd,42.281261,-71.068722,0,0,0,0,0,0,265000,0,Single-Family,1920,1,2005
53 Colborne Rd #5,42.344252,-71.147501,0,0,0,0,0,0,265000,0,Condominium,1963,1,2014
534 Beacon St #401,42.350518,-71.091067,0,0,0,0,1,0,265000,0,Condominium,1900,1,2002
54 Crosstown Ave,42.261603,-71.165556,0,0,0,0,0,0,265000,0,Single-Family,1990,1,2000
549 E 4th St #E5,42.334541,-71.042603,0,0,0,0,0,0,265000,0,Condominium,1900,1,2004
55 Braeburn Rd,42.259845,-71.128094,0,0,0,0,0,0,265000,0,Single-Family,1910,1,2017
55 Mather St,42.293859,-71.066772,0,0,0,0,0,3,265000,170000,Single-Family,1880,2,2010
560 Commercial St #2,42.368108,-71.056621,0,0,0,1,0,0,265000,520000,Condominium,2002,2,2011
562 Ashmont St,42.289459,-71.051226,0,0,0,0,0,0,265000,0,Single-Family,1940,1,2010
59 Child St,42.257401,-71.129019,0,0,0,0,0,0,265000,0,Single-Family,1888,1,2005
59 W 7th St #1,42.336911,-71.055091,0,0,0,1,0,0,265000,0,Condominium,1898,4,2011
593 Metropolitan Ave,42.265914,-71.11831,0,0,0,0,0,0,265000,0,Single-Family,1880,1,2002
594 Truman Hwy,42.255817,-71.115143,0,0,0,0,0,0,265000,0,Single-Family,1960,1,2012
6 Bay State Pl,42.338077,-71.037671,0,0,0,0,0,0,265000,0,Single-Family,1905,1,2004
6 Radcliffe Rd #B,42.350849,-71.133651,0,0,0,0,0,0,265000,124000,Condominium,1912,3,2002
6 Whittier Pl #14F,42.366192,-71.06722,0,0,0,0,1,0,265000,0,Condominium,1964,1,2006
6 Whittier Pl #2G,42.366192,-71.06722,0,0,0,0,1,0,265000,0,Condominium,1964,1,2011
60 Williams Ave,42.249048,-71.117948,0,0,0,0,0,0,265000,0,Single-Family,1910,1,2008
61 Calumet St,42.331937,-71.104803,0,0,0,0,0,0,265000,0,Three-Family,1899,1,2000
61 Grew Ave #X1,42.276653,-71.122731,0,0,0,0,0,0,265000,0,Condominium,1988,1,2003
61 Putnam St #3,42.380607,-71.033544,0,0,0,0,0,0,265000,150000,Condominium,1910,2,2007
616 Columbus Ave #5,42.339569,-71.08284,0,0,0,0,1,0,265000,0,Condominium,1890,1,2002
62 Birchwood St,42.258167,-71.157253,0,0,0,0,0,0,265000,0,Single-Family,1900,1,2013
62-64 Church St #3,42.3088,-71.060665,0,0,0,0,0,0,265000,200000,Condominium,1988,2,2017
636-638 Beacon St #602,42.349451,-71.094999,0,0,0,0,1,0,265000,0,Condominium,1899,1,2003
64 Tolman St #1,42.290262,-71.04536,0,0,0,1,0,0,265000,0,Condominium,2015,1,2018
66 Bernard St,42.293814,-71.079895,0,0,0,0,0,0,265000,0,Three-Family,1900,1,2000
67 Farrar Ave,42.269059,-71.113627,0,0,0,0,0,0,265000,0,Single-Family,1950,1,2014
677 Massachusetts Ave #2,42.335845,-71.076266,0,0,0,1,0,0,265000,0,Condominium,1899,1,2003
685 Massachusetts Ave #5,42.335735,-71.07613,0,0,0,1,0,0,265000,0,Condominium,1900,1,2002
69 Harvard St,42.297671,-71.076087,0,0,0,0,0,0,265000,10000,Single-Family,1890,2,2001
69 Highland St #3,42.327543,-71.092738,0,0,0,0,0,0,265000,100000,Condominium,1900,2,2002
699 Cummins Hwy,42.270692,-71.102359,0,0,0,0,0,0,265000,0,Two-Family,1964,1,2001
7 Ellwood St #1,42.37388,-71.059904,0,0,0,0,0,0,265000,0,Condominium,1900,1,2001
7 Saybrook St #2,42.354872,-71.149544,0,0,0,0,0,0,265000,0,Condominium,1870,1,2004
71 Cottage Rd,42.26634,-71.1617,0,0,0,0,0,0,265000,0,Single-Family,1915,1,2018
71 Mount Hope St,42.282783,-71.115546,0,0,0,0,0,0,265000,0,Single-Family,1900,1,2003
733 American Legion Hwy,42.283005,-71.114158,0,0,0,0,0,0,265000,0,Single-Family,1878,1,2006
75 Burbank St #303,42.344617,-71.089171,0,0,0,0,0,0,265000,0,Condominium,1899,2,2011
76 Boylston St #1,42.317016,-71.105707,0,0,0,0,0,0,265000,0,Condominium,1905,1,2006
8 Garrison St #306,42.346203,-71.079876,0,0,0,1,1,0,265000,0,Condominium,1910,1,2002
8 Kittredge St #14,42.284566,-71.12936,0,0,0,0,0,0,265000,0,Condominium,1930,1,2017
8 Stonehurst St,42.30424,-71.068252,0,0,0,0,0,1,265000,62000,Two-Family,1900,2,2000
8 Verdun St,42.282792,-71.060228,0,0,0,0,0,0,265000,0,Condominium,1928,1,2003
85 Park Dr #25,42.342146,-71.095756,0,0,0,0,1,0,265000,30000,Condominium,1910,2,2013
89 Condor St,42.382599,-71.037777,0,0,0,0,0,0,265000,84000,Single-Family,1890,6,2008
89 Maverick St,42.370662,-71.040357,0,0,0,0,0,0,265000,0,Two-Family,1900,1,2001
9 Braemore Rd #9,42.338462,-71.152457,0,0,0,0,0,0,265000,0,Condominium,1880,1,2007
9 Hawthorne Pl #12B,42.363479,-71.066446,0,0,0,0,0,0,265000,33000,Condominium,1967,3,2008
9 Macdonald St,42.269345,-71.129639,0,0,0,0,0,0,265000,15000,Single-Family,1925,3,2011
9 Victoria Heights Rd #9,42.269943,-71.112824,0,0,0,0,0,0,265000,0,Condominium,1985,1,2003
90 Gainsborough St #403E,42.342147,-71.087937,0,0,0,0,0,0,265000,0,Condominium,1899,1,2002
907 Canterbury St,42.279454,-71.115883,0,0,0,0,0,0,265000,0,Single-Family,1900,1,2013
96 Navarre St,42.275427,-71.117107,0,0,0,0,0,0,265000,0,Single-Family,1903,1,2002
99 Farquhar St #2,42.290774,-71.137418,0,0,0,0,0,3,265000,0,Condominium,1910,2,2004
116 Sutherland Rd #8,42.34067,-71.147663,0,0,0,0,0,0,264500,68000,Condominium,1947,4,2008
12 Stoneholm St #420,42.345898,-71.088231,0,0,0,0,0,0,264500,151000,Condominium,2006,2,2015
128 W 9th St #C,42.334698,-71.054211,0,0,0,1,0,0,264500,183000,Condominium,1925,2,2006
137 Lake Shore Rd #4,42.344167,-71.16791,0,0,0,0,0,0,264500,34000,Condominium,1963,3,2004
137 Peterborough St #30,42.342964,-71.100443,0,0,0,0,0,0,264500,11000,Condominium,1927,2,2002
141 Dorchester Ave #203,42.341892,-71.057247,0,0,0,0,0,0,264500,170000,Condominium,2006,2,2007
144 Kenrick St #14,42.346614,-71.168522,0,0,0,0,0,0,264500,72000,Condominium,1975,3,2012
147 Centre St #147,42.326236,-71.096636,0,0,0,0,0,0,264500,92000,Condominium,1920,2,2005
15 Walbridge St #9,42.347248,-71.135308,0,0,0,0,0,2,264500,70000,Condominium,1950,3,2018
153 Strathmore Rd #14,42.339235,-71.153135,0,0,0,0,0,0,264500,80000,Condominium,1900,4,2019
160 Hyde Park Ave #3,42.295548,-71.116404,0,0,0,0,0,0,264500,55000,Condominium,1900,3,2002
194 Athens St #C,42.339764,-71.051057,0,0,0,0,0,0,264500,191000,Condominium,1900,2,2001
20 Dawes St #1,42.318799,-71.060254,0,0,0,0,0,1,264500,54000,Condominium,1905,4,2012
22 Emerson St #1,42.336621,-71.043257,0,0,0,0,0,0,264500,0,Condominium,1890,2,2005
23 Ashmont St #2,42.285155,-71.069185,0,0,0,0,0,0,264500,0,Condominium,1928,2,2005
26 Wendover St,42.318796,-71.066192,0,0,0,0,0,0,264500,0,Two-Family,1900,3,2012
26 Westgate Rd #5,42.303063,-71.126015,0,0,0,0,0,3,264500,62000,Condominium,1965,3,2022
273 W 2nd St #2,42.339653,-71.048719,0,0,1,1,0,0,264500,0,Condominium,1920,3,2005
3 Douglas Park #313,42.338717,-71.084101,0,0,0,0,1,0,264500,131000,Condominium,1990,2,2002
3 Kingsdale St,42.295425,-71.079239,0,0,0,0,0,0,264500,73000,Three-Family,1905,3,2000
313 Summit Ave #5,42.345162,-71.139725,0,0,0,0,0,0,264500,0,Condominium,1960,1,2011
319 Faneuil St #2,42.35244,-71.163538,0,0,0,0,0,0,264500,55000,Condominium,1920,3,2005
34 Woodlawn St #1,42.299027,-71.11265,0,0,0,0,0,0,264500,33000,Condominium,1885,3,2004
379 Meridian St #302,42.379514,-71.039109,0,0,0,0,0,3,264500,78000,Condominium,1920,3,2006
399 West St,42.268349,-71.131282,0,0,0,0,0,0,264500,0,Single-Family,1941,2,2004
40 Chester St #4,42.352147,-71.128629,0,0,0,0,0,0,264500,89000,Condominium,1920,3,2004
40 Orkney Rd #1,42.337018,-71.149124,0,0,0,0,0,0,264500,57000,Condominium,1910,3,2004
41 Vershire St #B,42.271821,-71.146492,0,0,0,0,0,2,264500,56000,Condominium,1960,4,2004
42 8th St #4306,42.374776,-71.052581,0,0,1,1,1,0,264500,0,Condominium,1899,3,2013
423 E 3rd St #2,42.336263,-71.043426,0,0,0,0,0,0,264500,51000,Condominium,1890,2,2002
47 Seaverns Ave #2,42.311843,-71.111597,0,0,0,0,0,3,264500,0,Condominium,1910,3,2003
4975 Washington St #306,42.267884,-71.150119,0,0,0,0,0,0,264500,7000,Condominium,1986,3,2009
5 Eldridge Rd #3,42.292326,-71.117538,0,0,0,0,0,0,264500,0,Condominium,2001,2,2005
51 Florida St #2,42.290198,-71.059508,0,0,0,0,0,0,264500,0,Condominium,1905,4,2005
52 Child St,42.257719,-71.12844,0,0,0,0,0,0,264500,149000,Single-Family,1935,2,2000
53 N Mead St #C3,42.382373,-71.066005,0,0,0,0,1,0,264500,51000,Condominium,1988,5,2007
57 Richfield St,42.306422,-71.070408,0,0,0,0,0,0,264500,0,Two-Family,1890,7,2013
587 E 5th St #2,42.333825,-71.036576,0,0,0,0,0,0,264500,0,Condominium,1890,3,2005
6 Cypress Rd #605,42.354523,-71.150123,0,0,0,0,0,0,264500,80000,Condominium,1900,4,2010
62 Queensberry St #105,42.342567,-71.097731,0,0,0,0,0,0,264500,93000,Condominium,1910,3,2004
64 Queensberry St #301,42.342542,-71.097826,0,0,0,0,0,0,264500,25000,Condominium,1910,3,2003
67 Clifford St #2,42.319482,-71.079114,0,0,0,0,0,0,264500,57000,Condominium,1905,3,2013
71 Rossmore Rd #1,42.304019,-71.106222,0,0,0,0,0,0,264500,56000,Condominium,1910,3,2016
725 Harrison Ave #E401,42.337996,-71.071502,0,0,0,1,0,0,264500,0,Condominium,2006,1,2015
8 Haverford St,42.31212,-71.102987,0,0,0,0,0,0,264500,0,Three-Family,1899,1,2001
8 Whittier Pl #3G,42.366178,-71.067225,0,0,0,0,1,0,264500,46000,Condominium,1964,3,2006
818 South St #2R,42.288052,-71.13136,0,0,0,0,0,0,264500,46000,Condominium,1920,6,2014
86 Lorna Rd,42.277651,-71.084209,0,0,0,0,0,0,264500,0,Single-Family,1935,2,2010
10 Commonwealth Ct #4,42.346442,-71.140661,0,0,0,0,0,0,264000,198000,Condominium,1964,2,2022
100 Lanark Rd #10,42.340668,-71.148346,0,0,0,0,0,0,264000,56000,Condominium,1947,5,2011
102 E Brookline St #2,42.337139,-71.069394,0,0,0,1,1,0,264000,0,Condominium,1900,1,2011
114 Lagrange St,42.275705,-71.147313,0,0,0,0,0,0,264000,0,Single-Family,1925,1,2001
