Address,Lat,Lon,Flood_Zone,nine,twentyone,thirtysix,Reclaimed,Flipped,Price,Price_Diff,Proptype,Year_Built,Times_Sold,Year_Sold
42 Sagamore St,42.314797,-71.054782,0,0,0,0,0,0,470000,260000,Single-Family,1900,2,2016
42 Washburn St #1,42.324924,-71.057258,0,0,0,0,0,0,470000,0,Condominium,1905,1,2017
429-429A Walnut Ave,42.312449,-71.096501,0,0,0,0,0,0,470000,0,Two-Family,1900,1,2005
43 Atwill Rd,42.285396,-71.159206,0,0,0,0,0,0,470000,0,Single-Family,1955,1,2012
43 Rosewood St,42.268651,-71.097527,0,0,0,0,0,0,470000,0,Two-Family,1910,1,2003
43-43A Warner St,42.294916,-71.080037,0,0,0,0,0,2,470000,140000,Two-Family,1895,2,2017
440 Hanover St #5B,42.366841,-71.052735,0,0,0,0,0,0,470000,0,Condominium,1870,1,2005
446-448 Ashmont St,42.288536,-71.054748,0,0,0,0,0,0,470000,0,Two-Family,1900,1,2015
45 Corona St,42.301151,-71.069703,0,0,0,0,0,0,470000,0,Three-Family,1905,1,2014
46 Paragon Rd,42.269823,-71.163712,0,0,0,0,0,0,470000,0,Two-Family,1947,1,2002
466 Commonwealth Ave #302,42.348821,-71.094108,0,0,0,0,1,0,470000,230000,Condominium,1910,2,2008
47 Chilton Rd,42.292562,-71.160376,0,0,0,0,0,0,470000,0,Single-Family,1929,1,2002
47 Harvard St #108,42.373104,-71.063036,0,0,0,0,0,0,470000,0,Condominium,0,1,2001
474 Hyde Park Ave,42.284542,-71.118815,0,0,0,0,0,0,470000,180000,Two-Family,2019,2,2018
49 Hewlett St,42.29033,-71.135308,0,0,0,0,0,0,470000,0,Two-Family,1925,1,2005
5 Barstow St,42.353303,-71.142187,0,0,0,0,0,0,470000,0,Single-Family,1885,1,2004
50 Baldwin St,42.38166,-71.070782,0,0,0,0,0,0,470000,0,Single-Family,1860,1,2011
514 Sumner St,42.364819,-71.030166,0,0,0,0,0,0,470000,0,Apartment,1899,1,2007
52 Brookledge St,42.309567,-71.089746,0,0,0,0,0,3,470000,110000,Two-Family,1935,2,2004
539 Weld St,42.292752,-71.154931,0,0,0,0,0,0,470000,0,Single-Family,1950,1,2005
55 Neponset Ave,42.286357,-71.116083,0,0,0,0,0,0,470000,0,Single-Family,1968,1,2019
58 Chappie St #3,42.383341,-71.068606,0,0,0,0,1,0,470000,0,Condominium,1899,1,2009
59 Linden St,42.305791,-71.060242,0,0,0,0,0,0,470000,0,Single-Family,1983,1,2017
6 Charles St,42.300629,-71.060379,0,0,0,0,0,0,470000,100000,Single-Family,1920,2,2006
6 Edgebrook Rd,42.293443,-71.150599,0,0,0,0,0,0,470000,0,Single-Family,1929,1,2011
6 Gates St #3,42.33358,-71.048251,0,0,0,0,0,0,470000,125000,Condominium,1880,3,2018
6 Lake Shore Ct #1,42.344608,-71.169562,0,0,0,0,0,0,470000,0,Condominium,1963,1,2018
6 W Eagle St,42.381441,-71.040086,0,0,0,0,0,0,470000,0,Two-Family,1910,1,2005
61 Roseclair St,42.320821,-71.058359,0,0,0,0,0,0,470000,0,Single-Family,1910,1,2004
61 Westglow St,42.289795,-71.051923,0,0,0,0,0,0,470000,0,Single-Family,1879,1,2006
64 Greenwood St,42.299839,-71.079767,0,0,0,0,0,0,470000,0,Single-Family,1900,1,2019
64 London St,42.371843,-71.040462,0,0,1,1,0,0,470000,228000,Two-Family,1900,3,2011
64 Lyall St,42.291261,-71.164259,0,0,0,0,0,0,470000,120000,Single-Family,1950,2,2004
64-66 Crockett Ave,42.282042,-71.052418,0,0,0,0,0,0,470000,0,Two-Family,1935,1,2007
65 E India Row #28H,42.358036,-71.051007,0,1,1,1,1,0,470000,160000,Condominium,1972,2,2008
657-659 Washington St,42.351529,-71.170005,0,0,0,0,0,0,470000,0,Two-Family,1890,1,2001
666 Walk Hill St,42.278874,-71.0955,0,0,0,0,0,0,470000,0,Two-Family,1900,1,2020
68-70 Cedrus Ave,42.278362,-71.135031,0,0,0,0,0,0,470000,0,Two-Family,1935,1,2010
689 E 8th St #2,42.331492,-71.034137,0,0,0,0,0,0,470000,0,Condominium,1875,1,2018
69 Kingsdale St,42.294802,-71.081989,0,0,0,0,0,0,470000,0,Three-Family,1905,1,2007
69 Spring Park Ave,42.316399,-71.108596,0,0,0,0,0,0,470000,0,Two-Family,1900,1,2007
69 Strathmore Rd #6,42.338409,-71.14851,0,0,0,0,0,0,470000,0,Condominium,1920,1,2022
7 Cedar St #2,42.376195,-71.062207,0,0,0,0,0,0,470000,154000,Condominium,1890,4,2016
7 Wainwright St,42.29112,-71.067511,0,0,0,0,0,0,470000,0,Three-Family,1905,1,2013
70 Glenellen Rd,42.268327,-71.163239,0,0,0,0,0,0,470000,0,Single-Family,1955,2,2006
71 Chickatawbut St,42.285772,-71.050415,0,0,0,0,0,0,470000,0,Two-Family,1930,1,2005
71 Warren Ave,42.251107,-71.115578,0,0,0,0,0,0,470000,160000,Single-Family,1961,2,2005
75 Atherton St,42.318329,-71.101192,0,0,0,0,0,0,470000,0,Three-Family,1900,1,2003
75 Millet St,42.293763,-71.077079,0,0,0,0,0,0,470000,0,Two-Family,1900,1,2005
77 Waltham St #2,42.343976,-71.071584,0,0,0,1,1,0,470000,103000,Condominium,1851,6,2016
778 Morton St,42.28291,-71.088701,0,0,0,0,0,0,470000,0,Three-Family,1905,1,2004
78 W Concord St #1,42.338355,-71.07566,0,0,0,1,0,0,470000,139000,Condominium,1900,4,2004
791 Columbia Rd,42.320184,-71.057712,0,0,0,0,0,0,470000,340000,Three-Family,1900,2,2014
8 Charles St,42.248853,-71.134275,0,0,0,0,0,0,470000,283000,Three-Family,1920,3,2009
80 Broad St #508,42.357598,-71.052925,0,0,1,1,1,0,470000,0,Condominium,2006,1,2006
82 Cummins Hwy,42.284671,-71.125198,0,0,0,0,0,0,470000,193000,Single-Family,1920,3,2003
82 Wyvern St,42.286841,-71.115525,0,0,0,0,0,0,470000,0,Three-Family,1910,1,2005
84 Windham Rd,42.269762,-71.125448,0,0,0,0,0,0,470000,0,Single-Family,1960,1,2018
85 E India Row #2G,42.358311,-71.050532,0,0,1,1,1,0,470000,0,Condominium,1972,1,2003
85-87 Adamson St #1,42.35787,-71.13374,0,0,0,0,0,0,470000,0,Condominium,1905,1,2017
86 Waltham St #2,42.342972,-71.070575,0,0,0,1,1,0,470000,0,Condominium,1899,1,2011
88 Baldwin St,42.382833,-71.069813,0,0,0,0,0,0,470000,0,Single-Family,1870,1,2007
90 Beacon St #1,42.355663,-71.07208,0,0,0,0,1,0,470000,0,Condominium,1890,1,2021
90 Fletcher St,42.290801,-71.139158,0,0,0,0,0,0,470000,0,Single-Family,1910,1,2007
91 Bloomfield St,42.299265,-71.068065,0,0,0,0,0,0,470000,0,Two-Family,1890,1,2005
920 Metropolitan Ave,42.254759,-71.111711,0,0,0,0,0,0,470000,0,Single-Family,1945,1,2004
96 Alexander St,42.315629,-71.070155,0,0,0,0,0,0,470000,0,Two-Family,1910,1,2006
96 Anderer Ln #7,42.293804,-71.16978,0,0,0,0,0,0,470000,0,Condominium,1989,1,2007
96 Moore St,42.381286,-71.017514,0,0,0,1,0,0,470000,0,Single-Family,1900,1,2021
103 Neponset Ave #103,42.246282,-71.116716,0,0,0,0,0,0,469500,5000,Condominium,1900,3,2014
103-109 South St #2C,42.351587,-71.057349,0,0,1,1,0,0,469500,146000,Condominium,1899,3,2000
123 Saratoga St,42.376818,-71.035534,0,0,0,0,0,0,469500,261000,Single-Family,1880,2,2003
124 Beacon St #5R,42.354983,-71.074579,0,0,0,0,1,0,469500,95000,Condominium,1899,3,2014
1241-1251 Adams St #F609,42.271703,-71.068044,0,0,0,0,0,0,469500,175000,Condominium,1900,3,2001
138 Coleridge St,42.380691,-71.015147,0,0,0,1,1,0,469500,619000,Two-Family,1910,2,2000
14 Vinton St #1,42.330369,-71.054053,0,0,0,0,1,0,469500,179000,Condominium,1905,3,2022
146 Marlborough St #8,42.352808,-71.078501,0,0,0,0,1,0,469500,79000,Condominium,1880,6,2009
15 Draper St,42.301961,-71.06331,0,0,0,0,0,0,469500,421000,Three-Family,1905,2,2000
186 Amory St #1,42.316789,-71.10291,0,0,0,0,0,0,469500,241000,Condominium,1905,2,2007
19 Mapleton St #19,42.35184,-71.149265,0,0,0,0,0,0,469500,138000,Condominium,1905,3,2003
20 Gray St #5,42.345655,-71.070791,0,0,0,1,1,0,469500,161000,Condominium,1900,2,2001
22-24 Fresno St,42.284242,-71.13607,0,0,0,0,0,0,469500,0,Two-Family,1928,1,2005
246-248 E St #2,42.335713,-71.051739,0,0,0,0,0,0,469500,130000,Condominium,1920,3,2015
25 Channel Center St #1007,42.346073,-71.050976,1,1,1,1,1,2,469500,0,Condominium,2004,3,2005
251 Heath St #509,42.327318,-71.108333,0,0,0,0,0,0,469500,199000,Condominium,1900,3,2013
259 Wood Ave,42.2649,-71.110161,0,0,0,0,0,0,469500,0,Two-Family,1900,1,2006
26 Robeson St #2,42.30992,-71.101363,0,0,0,0,0,0,469500,301000,Condominium,1905,2,2009
27 Trenton St #1,42.377932,-71.061697,0,0,0,0,0,0,469500,98000,Condominium,1878,4,2011
300 Allston St #116,42.344318,-71.140495,0,0,0,0,0,1,469500,116000,Condominium,2002,3,2018
338 Commercial St #301,42.365881,-71.051306,0,0,0,1,0,0,469500,101000,Condominium,1890,2,2002
34 Hanson St #1,42.343472,-71.07012,0,0,0,1,1,0,469500,191000,Condominium,1890,2,2009
37 Ridgewood St,42.301888,-71.066229,0,0,0,0,0,1,469500,0,Three-Family,1905,3,2009
37 Sagamore St #2,42.314446,-71.054646,0,0,0,0,0,0,469500,91000,Condominium,1892,3,2018
40 Pleasant St #1,42.375192,-71.062359,0,0,0,0,0,0,469500,181000,Condominium,1865,2,2005
46 Glen Rd #1,42.308848,-71.10235,0,0,0,0,0,0,469500,111000,Condominium,1905,3,2005
47 Burroughs St #47,42.313629,-71.11711,0,0,0,0,0,0,469500,238000,Condominium,1920,4,2005
47 Harvard St #A110,42.373104,-71.063036,0,0,0,0,0,0,469500,309000,Condominium,1986,2,2002
47 Sedgwick St #2,42.308521,-71.11361,0,0,0,0,0,0,469500,90000,Condominium,1925,3,2016
51 Montclair Ave,42.290858,-71.141571,0,0,0,0,0,0,469500,139000,Single-Family,1904,2,2002
54 Gray St #2,42.345456,-71.071546,0,0,0,1,1,0,469500,0,Condominium,1890,1,2010
557 Massachusetts Ave #4,42.337973,-71.079464,0,0,0,1,0,0,469500,77000,Condominium,1920,3,2004
70 Walworth St,42.285218,-71.137455,0,0,0,0,0,3,469500,49000,Two-Family,1915,4,2004
73 Draper St,42.304046,-71.064463,0,0,0,0,0,0,469500,19000,Three-Family,1910,2,2003
8 Preston Rd,42.283081,-71.15995,0,0,0,0,0,0,469500,166000,Single-Family,1925,3,2007
85 E India Row #35H,42.358311,-71.050532,0,0,1,1,1,0,469500,98000,Condominium,1972,3,2004
86 O St #3,42.335383,-71.029104,0,0,0,0,0,0,469500,81000,Condominium,1890,5,2010
863 South St,42.288856,-71.133468,0,0,0,0,0,0,469500,84000,Single-Family,1876,3,2008
88 Worcester St #5,42.339745,-71.078568,0,0,0,1,1,3,469500,66000,Condominium,1899,5,2011
1 Bartlett St #1,42.37724,-71.0612,0,0,0,0,0,0,469000,0,Condominium,1900,1,2013
10 Albion Pl #1,42.38122,-71.070023,0,0,0,0,0,0,469000,90000,Condominium,1880,6,2016
10 Malta St,42.265563,-71.098132,0,0,0,0,0,2,469000,95000,Three-Family,1905,4,2019
102-104 Msgr Patrick J Lydon Way,42.2896,-71.057994,0,0,0,0,0,0,469000,338000,Two-Family,1900,2,2021
11 Rowena St #1,42.284954,-71.061654,0,0,0,0,0,0,469000,141000,Condominium,1900,4,2018
11 Salem St #2,42.377463,-71.066155,0,0,0,0,0,0,469000,95000,Condominium,1870,4,2013
1133 Hyde Park Ave,42.26051,-71.122934,0,0,0,0,0,0,469000,0,Single-Family,1920,1,2015
114 Mount Pleasant Ave,42.325182,-71.075599,0,0,0,0,0,0,469000,0,Three-Family,1890,1,2012
116 Faywood Ave,42.391874,-71.00438,0,0,0,0,0,0,469000,0,Single-Family,1933,1,2014
125 Running Brook Rd,42.262463,-71.151731,0,0,0,0,0,0,469000,90000,Single-Family,1960,4,2006
14-16 Weld Ave,42.315025,-71.097872,0,0,0,0,0,0,469000,20000,Two-Family,1900,3,2008
142 Bigelow St #306,42.356246,-71.165506,0,0,0,0,0,0,469000,0,Condominium,2005,1,2007
15 Chappie St,42.382445,-71.069015,0,0,0,0,0,0,469000,0,Single-Family,1970,1,2003
15 Haslet St #3,42.285102,-71.13517,0,0,0,0,0,0,469000,148000,Condominium,1920,3,2020
15 N Beacon St #808,42.353765,-71.138066,0,0,0,0,0,0,469000,47000,Condominium,1989,3,2015
15 Swift Ter #2,42.380239,-71.022043,0,0,0,1,0,0,469000,0,Condominium,2017,1,2022
151 Tremont St #9M,42.355077,-71.063406,0,0,0,0,0,0,469000,135000,Condominium,1968,4,2004
153 L St #3,42.332382,-71.03542,0,0,0,0,0,0,469000,114000,Condominium,1905,3,2009
154 Welles Ave,42.289912,-71.064161,0,0,0,0,0,0,469000,0,Two-Family,1900,1,2016
155 H St #1,42.332406,-71.041575,0,0,0,0,0,0,469000,88000,Condominium,1905,4,2006
16 Leslie St,42.295562,-71.058684,0,0,0,0,0,0,469000,88000,Three-Family,1905,2,2012
16 Primrose St #1,42.290183,-71.129569,0,0,0,0,0,0,469000,163000,Condominium,1910,2,2017
16-18 Averton St,42.281169,-71.135282,0,0,0,0,0,0,469000,0,Two-Family,1920,1,2004
19 Anson St #2,42.303028,-71.113955,0,0,0,0,0,0,469000,0,Condominium,1905,1,2012
197 W 6th St #197,42.335496,-71.051188,0,0,0,0,0,0,469000,149000,Condominium,1993,3,2007
2 Hawthorne Pl #4E,42.363418,-71.066692,0,0,0,0,0,0,469000,60000,Condominium,1967,2,2000
2 Lasell St,42.286136,-71.170829,0,0,0,0,0,0,469000,181000,Single-Family,1948,3,2011
20 Rosemary St #2,42.304222,-71.113707,0,0,0,0,0,0,469000,214000,Condominium,1940,3,2005
208 Norwell St,42.295499,-71.078158,0,0,0,0,0,0,469000,0,Three-Family,1905,1,2006
21 Wormwood St #421,42.347341,-71.05033,1,1,1,1,1,0,469000,190000,Condominium,1900,4,2003
210 Lake Shore Rd #4,42.345902,-71.169692,0,0,0,0,0,0,469000,0,Condominium,1963,1,2016
211 W 5th St #2,42.335941,-71.050006,0,0,0,0,0,0,469000,213000,Condominium,1880,2,2009
211-213 Main St #2,42.376263,-71.065254,0,0,0,1,0,0,469000,166000,Condominium,1899,3,2012
237 Park St,42.297901,-71.063533,0,0,0,0,0,0,469000,122000,Three-Family,1920,2,2002
2-4 Tracton Ave,42.264657,-71.10646,0,0,0,0,0,0,469000,0,Two-Family,1900,1,2004
24-26 Mapleton St,42.352269,-71.150259,0,0,0,0,0,0,469000,513000,Two-Family,1910,2,2003
247 Washington St,42.301393,-71.076894,0,0,0,0,0,0,469000,0,Three-Family,1890,1,2004
251 Heath St #114,42.32739,-71.10826,0,0,0,0,0,3,469000,174000,Condominium,1900,4,2012
28 Priscilla Rd,42.345073,-71.152546,0,0,0,0,0,0,469000,0,Single-Family,1920,1,2001
3 Sunset Ln,42.281169,-71.058843,0,0,0,0,0,0,469000,18000,Single-Family,1956,2,2017
302 Commonwealth Ave #D,42.349588,-71.085453,0,0,0,0,1,0,469000,0,Condominium,1900,1,2009
31 Washington St #1,42.373091,-71.0647,0,0,0,0,0,0,469000,0,Condominium,1900,2,2008
346-354 Congress St #411,42.350359,-71.048463,1,1,1,1,1,0,469000,0,Condominium,1899,1,2011
35 Mclellan St,42.300053,-71.084449,0,0,0,0,0,0,469000,0,Three-Family,1910,1,2014
38 Paul Gore St #3,42.320099,-71.108959,0,0,0,0,0,0,469000,0,Condominium,1905,1,2012
39 Cottage St #1,42.366687,-71.035928,0,0,0,0,0,0,469000,149000,Condominium,2007,3,2014
410 Columbus Ave #2,42.344462,-71.076801,0,0,0,1,1,0,469000,0,Condominium,1860,1,2010
416 Baker St,42.283368,-71.169567,0,0,0,0,0,0,469000,13000,Two-Family,1909,4,2005
49 Baldwin St #1,42.381871,-71.070311,0,0,0,0,0,0,469000,0,Condominium,1880,1,2011
4983-4985 Washington St #1,42.267672,-71.150212,0,0,0,0,0,0,469000,0,Condominium,1927,1,2021
51 Baldwin St #2,42.381959,-71.070231,0,0,0,0,0,0,469000,0,Condominium,1880,1,2011
51 Vale St #2,42.321549,-71.093519,0,0,0,0,0,0,469000,198000,Condominium,2014,2,2014
52 Newfield St #1,42.290196,-71.166532,0,0,0,0,0,0,469000,0,Condominium,1925,1,2016
526 Tremont St #1,42.344617,-71.070313,0,0,0,1,1,0,469000,0,Condominium,0,1,2007
528 E 7th St #1,42.332242,-71.038572,0,0,0,0,0,0,469000,108000,Condominium,1900,3,2014
53 Paul Gore St,42.319763,-71.108676,0,0,0,0,0,0,469000,0,Three-Family,1890,1,2017
530 Massachusetts Ave #3,42.339096,-71.079896,0,0,0,1,1,0,469000,0,Condominium,1899,1,2004
65 Chelsea St #403,42.372534,-71.059802,0,0,0,0,0,0,469000,0,Condominium,2000,1,2002
7 Hanson St #2,42.343516,-71.070005,0,0,0,1,1,0,469000,0,Condominium,1870,1,2008
8 Whittier Pl #20A,42.366178,-71.067225,0,0,0,0,1,0,469000,0,Condominium,1964,1,2017
80 Harbor View St #3,42.316932,-71.053003,0,0,0,0,0,0,469000,109000,Condominium,1905,3,2005
83 Richmond St,42.274286,-71.065618,0,0,0,0,0,0,469000,0,Three-Family,1920,1,2009
86 Marlborough St #8,42.353522,-71.075877,0,0,0,0,1,0,469000,78000,Condominium,1920,2,2007
9 Foster St,42.350309,-71.157104,0,0,0,0,0,0,469000,0,Single-Family,1855,1,2008
9 Lake Shore Ter #1,42.344127,-71.16929,0,0,0,0,0,0,469000,0,Condominium,1963,1,2020
90 W Springfield St #3,42.337406,-71.077071,0,0,0,1,0,0,469000,0,Condominium,1905,1,2001
91 Ormond St,42.282788,-71.093479,0,0,0,0,0,0,469000,58000,Two-Family,2004,7,2014
921 Metropolitan Ave,42.254662,-71.111916,0,0,0,0,0,0,469000,0,Single-Family,1924,1,2022
962 Bennington St,42.385968,-71.009109,1,0,1,1,0,0,469000,0,Three-Family,1900,1,2003
10 Edson St,42.28747,-71.077969,0,0,0,0,0,0,468500,0,Three-Family,1905,2,2005
11 Elm Lawn St,42.294053,-71.060768,0,0,0,0,0,0,468500,40000,Single-Family,1900,2,2012
147 L St #2,42.332655,-71.035428,0,0,0,0,0,0,468500,116000,Condominium,1900,4,2010
15 Belmont St #2,42.380891,-71.065489,0,0,0,0,0,0,468500,0,Condominium,1900,2,2005
15 Bradshaw St,42.298942,-71.082072,0,0,0,0,0,0,468500,295000,Three-Family,1915,3,2015
15 Raynes Rd,42.248228,-71.110347,0,0,0,0,0,0,468500,233000,Single-Family,1965,3,2001
155 Roslindale Ave,42.28266,-71.136289,0,0,0,0,0,0,468500,392000,Single-Family,1932,2,2000
155 W 9th St #1,42.334301,-71.053884,0,0,1,1,0,0,468500,0,Condominium,1900,1,2014
156 Porter St #408,42.371903,-71.034063,0,0,0,0,0,0,468500,0,Condominium,1910,3,2012
163-165 Chestnut Hill Ave #1,42.342273,-71.154054,0,0,0,0,0,2,468500,65000,Condominium,2002,5,2016
17 Spalding St #1,42.303615,-71.113596,0,0,0,0,0,0,468500,233000,Condominium,1900,3,2014
2 Linwood St #2,42.32818,-71.094058,0,0,0,0,0,0,468500,183000,Condominium,2012,3,2012
20 E Springfield St #4,42.336509,-71.075698,0,0,0,1,0,0,468500,157000,Condominium,1986,3,2008
21 Bowdoin St #3A,42.360603,-71.063007,0,0,0,0,0,0,468500,97000,Condominium,1880,2,2002
238 W Newton St #1,42.344404,-71.08053,0,0,0,0,1,0,468500,303000,Condominium,1880,2,2016
24 Mitchell St #1,42.332749,-71.052295,0,0,0,1,1,0,468500,170000,Condominium,2006,3,2012
251 Heath St #103,42.32739,-71.10826,0,0,0,0,0,0,468500,138000,Condominium,1900,3,2013
2610 Centre St,42.261705,-71.163445,0,0,0,0,0,0,468500,170000,Single-Family,1950,3,2006
286-288 Cambridge St #4,42.361006,-71.068235,0,0,0,0,0,0,468500,150000,Condominium,1899,3,2015
299 Savin Hill Ave #1,42.312579,-71.048465,0,0,0,0,0,0,468500,193000,Condominium,1899,3,2022
33 Parkman St,42.296758,-71.05827,0,0,0,0,0,0,468500,297000,Single-Family,1870,2,2009
371 Maverick St #2,42.366025,-71.029736,1,0,1,1,1,0,468500,324000,Condominium,2010,2,2017
39 I St #1,42.336497,-71.040072,0,0,0,0,0,0,468500,94000,Condominium,1890,3,2018
4044 Washington St #1,42.291417,-71.122674,0,0,0,0,0,0,468500,121000,Condominium,2006,2,2017
420 Medford St #420,42.382519,-71.065968,0,0,0,0,1,0,468500,74000,Condominium,1988,3,2012
46 Turner St #2,42.350679,-71.162203,0,0,0,0,0,0,468500,162000,Condominium,1910,2,2014
464 Commonwealth Ave #91,42.348734,-71.093973,0,0,0,0,1,0,468500,163000,Condominium,1910,3,2018
464 Shawmut Ave #1,42.338815,-71.075654,0,0,0,1,0,0,468500,97000,Condominium,1875,2,2000
474 Talbot Ave,42.288587,-71.066055,0,0,0,0,0,0,468500,18000,Three-Family,1905,4,2003
48 Gates St #48,42.33181,-71.048206,0,0,0,0,0,0,468500,177000,Condominium,1990,4,2010
493 E 3rd St #2,42.336328,-71.039946,0,0,0,0,0,0,468500,263000,Condominium,1899,2,2008
5 Grimes St #3,42.334397,-71.051098,0,0,0,0,0,0,468500,143000,Condominium,1890,3,2017
51 Baldwin St #1,42.381959,-71.070231,0,0,0,0,0,0,468500,233000,Condominium,1880,2,2013
53 Boynton St #3,42.305314,-71.111855,0,0,0,0,0,0,468500,173000,Condominium,1900,2,2008
54 Homer St #2,42.381628,-71.017034,0,0,0,0,0,0,468500,337000,Condominium,1900,2,2012
54 Millstone Rd,42.233387,-71.131703,0,0,0,0,0,0,468500,533000,Two-Family,1950,2,2021
609 River St,42.265832,-71.098129,0,0,0,0,0,0,468500,253000,Two-Family,1910,3,2014
66 Redfield St #66,42.288185,-71.041151,0,0,0,0,0,0,468500,75000,Condominium,2004,3,2007
69 Walter St,42.290792,-71.132308,0,0,0,0,0,0,468500,262000,Single-Family,1900,2,2012
73 Rutland St #5,42.34048,-71.076636,0,0,0,1,1,0,468500,134000,Condominium,1890,5,2000
78 Gainsborough St #102E,42.342085,-71.087682,0,0,0,0,0,0,468500,230000,Condominium,1899,3,2004
85 E India Row #4C,42.358311,-71.050532,0,0,1,1,1,3,468500,0,Condominium,1972,2,2002
883 Adams St,42.281116,-71.058931,0,0,0,0,0,0,468500,158000,Single-Family,1800,3,2014
9 Mark St #3,42.322761,-71.109396,0,0,0,0,0,0,468500,303000,Condominium,1905,2,2005
10 Williams St #31,42.33194,-71.081927,0,0,0,0,0,0,468000,0,Condominium,1920,1,2015
11 Leston St,42.283527,-71.09001,0,0,0,0,0,0,468000,99000,Three-Family,1910,7,2020
119 Stimson St,42.262074,-71.161654,0,0,0,0,0,0,468000,88000,Single-Family,1940,3,2006
12 Loring St #2,42.334717,-71.051504,0,0,0,0,0,0,468000,0,Condominium,1890,1,2021
14-16 Greenwood St,42.302184,-71.079244,0,0,0,0,0,0,468000,46000,Three-Family,1890,5,2004
15 River St #805,42.356737,-71.070034,0,0,0,0,1,0,468000,30000,Condominium,1900,3,2012
15 Sleeper St #201,42.351592,-71.049453,1,1,1,1,1,0,468000,46000,Condominium,1911,2,2006
150-1/2 M St #1,42.332943,-71.033154,0,0,0,0,0,0,468000,264000,Condominium,1890,2,2010
156 Porter St #417,42.371903,-71.034063,0,0,0,0,0,0,468000,83000,Condominium,1910,3,2010
157 Beacon St #3,42.354649,-71.075101,0,0,0,0,1,0,468000,114000,Condominium,1910,2,2001
18 Chelsea St #1,42.370255,-71.038371,0,0,1,1,0,0,468000,14000,Condominium,2017,2,2019
1884 River St #1884,42.243044,-71.143339,0,0,0,0,0,0,468000,0,Condominium,2017,1,2017
194 Marlborough St #6,42.352321,-71.080292,0,0,0,0,1,0,468000,93000,Condominium,1910,5,2019
21 Beacon St #3I,42.358024,-71.062535,0,0,0,0,0,0,468000,374000,Condominium,1899,2,2002
21 Coniston Rd,42.291414,-71.131507,0,0,0,0,0,0,468000,0,Single-Family,1928,1,2004
238 Roslindale Ave,42.27999,-71.139158,0,0,0,0,0,0,468000,116000,Single-Family,1915,4,2005
256 Athens St #3,42.338794,-71.049552,0,0,0,0,0,2,468000,116000,Condominium,1905,4,2010
27 Story St #1,42.333283,-71.043478,0,0,0,0,0,0,468000,148000,Condominium,1890,3,2014
28 Perthshire Rd #1,42.353486,-71.166461,0,0,0,0,0,0,468000,0,Condominium,1920,1,2004
281 Park St #1,42.280163,-71.147637,0,0,0,0,0,0,468000,140000,Condominium,1925,3,2018
29 King St,42.292408,-71.059786,0,0,0,0,0,0,468000,0,Three-Family,1905,1,2004
3 Mount Vernon St,42.374405,-71.058033,0,0,0,0,0,0,468000,0,Single-Family,1880,1,2002
31 Galty Ave,42.281048,-71.068037,0,0,0,0,0,0,468000,0,Single-Family,1935,1,2015
31 Massachusetts Ave #2-2,42.35035,-71.089379,0,0,0,0,1,0,468000,234000,Condominium,1869,3,2021
340 Bunker Hill St #2E,42.381333,-71.067649,0,0,0,0,0,0,468000,0,Condominium,1899,1,2012
4 Crestview Rd #4,42.280229,-71.129899,0,0,0,0,0,3,468000,93000,Condominium,2005,4,2017
40 Paul Gore St #1,42.320068,-71.108889,0,0,0,0,0,0,468000,98000,Condominium,1905,4,2011
41 Hemlock Rd,42.270612,-71.170612,0,0,0,0,0,1,468000,40000,Two-Family,1905,3,2002
46 N St #1,42.336712,-71.0312,0,0,0,0,0,0,468000,0,Condominium,1890,1,2012
5 Ellis St #3,42.323296,-71.091804,0,0,0,0,0,0,468000,226000,Condominium,2006,2,2007
506 Lagrange St,42.283291,-71.161385,0,0,0,0,0,0,468000,163000,Single-Family,1920,4,2013
52-54 Mather St,42.293809,-71.066262,0,0,0,0,0,0,468000,0,Two-Family,1900,1,2006
597 Tremont St #1,42.343232,-71.073229,0,0,0,1,1,0,468000,162000,Condominium,1900,3,2016
62 Jamaica St #3,42.305622,-71.118371,0,0,0,0,0,1,468000,75000,Condominium,1900,6,2004
64 Percival St #3,42.305545,-71.063315,0,0,0,0,0,0,468000,66000,Condominium,1905,2,2019
65 E India Row #39H,42.358036,-71.051007,0,1,1,1,1,0,468000,0,Condominium,1972,1,2004
7 Burgoyne St #2,42.285871,-71.056252,0,0,0,0,0,0,468000,254000,Condominium,2012,2,2012
716 W Roxbury Pkwy,42.284311,-71.147406,0,0,0,0,0,0,468000,0,Single-Family,1924,2,2005
80 Broadway #5B,42.349819,-71.067273,0,0,0,0,0,0,468000,0,Condominium,1910,1,2000
99 Trenton St,42.379159,-71.03546,0,0,0,0,0,0,468000,0,Two-Family,1875,1,2018
1 Primus Ave #3,42.360299,-71.069791,0,0,0,0,0,0,467500,265000,Condominium,1899,2,2005
1 Twomey Ct #43,42.334095,-71.025864,0,0,0,0,1,0,467500,0,Condominium,1946,1,2021
102 Pleasantview St,42.273425,-71.111207,0,0,0,0,0,0,467500,235000,Single-Family,2006,2,2017
106 13th St #240,42.377102,-71.05093,1,0,1,1,1,0,467500,70000,Condominium,1920,4,2000
106 Lagrange St,42.275658,-71.147056,0,0,0,0,0,0,467500,185000,Single-Family,1930,2,2013
1091 Boylston St #44,42.347058,-71.088989,0,0,0,0,0,0,467500,0,Condominium,1900,1,2014
